date,last
2018-10-01,2004.36
2018-09-28,2003.0
2018-09-27,2012.98
2018-09-26,1974.85
2018-09-25,1974.55
2018-09-24,1934.36
2018-09-21,1915.01
2018-09-20,1944.3
2018-09-19,1926.42
2018-09-18,1941.05
2018-09-17,1908.03
2018-09-14,1970.19
2018-09-13,1989.87
2018-09-12,1990.0
2018-09-11,1987.15
2018-09-10,1939.01
2018-09-07,1952.07
2018-09-06,1958.31
2018-09-05,1994.82
2018-09-04,2039.51
2018-08-31,2012.71
2018-08-30,2002.0
2018-08-29,1998.1
2018-08-28,1932.82
2018-08-27,1927.68
2018-08-24,1905.39
2018-08-23,1902.9
2018-08-22,1904.9
2018-08-21,1883.42
2018-08-20,1876.71
2018-08-17,1882.22
2018-08-16,1886.52
2018-08-15,1882.62
2018-08-14,1919.65
2018-08-13,1896.2
2018-08-10,1886.3
2018-08-09,1898.52
2018-08-08,1886.52
2018-08-07,1862.48
2018-08-06,1847.75
2018-08-03,1823.29
2018-08-02,1834.33
2018-08-01,1797.17
2018-07-31,1777.44
2018-07-30,1779.22
2018-07-27,1817.27
2018-07-26,1808.0
2018-07-25,1863.61
2018-07-24,1829.24
2018-07-23,1802.0
2018-07-20,1813.7
2018-07-19,1812.97
2018-07-18,1842.92
2018-07-17,1843.93
2018-07-16,1822.49
2018-07-13,1813.03
2018-07-12,1796.62
2018-07-11,1755.0
2018-07-10,1743.07
2018-07-09,1739.02
2018-07-06,1710.63
2018-07-05,1699.73
2018-07-03,1693.96
2018-07-02,1713.78
2018-06-29,1702.0
2018-06-28,1701.45
2018-06-27,1660.51
2018-06-26,1691.09
2018-06-25,1663.15
2018-06-22,1715.67
2018-06-21,1730.22
2018-06-20,1750.08
2018-06-19,1734.78
2018-06-18,1723.79
2018-06-15,1715.97
2018-06-14,1723.86
2018-06-13,1704.86
2018-06-12,1698.75
2018-06-11,1689.12
2018-06-08,1683.99
2018-06-07,1689.3
2018-06-06,1695.75
2018-06-05,1696.35
2018-06-04,1665.27
2018-06-01,1641.54
2018-05-31,1629.62
2018-05-30,1624.89
2018-05-29,1612.87
2018-05-25,1610.15
2018-05-24,1603.07
2018-05-23,1601.86
2018-05-22,1581.4
2018-05-21,1585.46
2018-05-18,1574.37
2018-05-17,1581.76
2018-05-16,1587.28
2018-05-15,1576.12
2018-05-14,1601.54
2018-05-11,1602.91
2018-05-10,1609.08
2018-05-09,1608.0
2018-05-08,1592.39
2018-05-07,1600.14
2018-05-04,1580.95
2018-05-03,1572.075
2018-05-02,1569.68
2018-05-01,1582.26
2018-04-30,1566.13
2018-04-27,1572.62
2018-04-26,1517.96
2018-04-25,1460.17
2018-04-24,1460.09
2018-04-23,1517.86
2018-04-20,1527.49
2018-04-19,1556.91
2018-04-18,1527.84
2018-04-17,1503.83
2018-04-16,1441.5
2018-04-13,1430.79
2018-04-12,1448.5
2018-04-11,1427.05
2018-04-10,1436.22
2018-04-09,1406.08
2018-04-06,1405.23
2018-04-05,1451.75
2018-04-04,1410.57
2018-04-03,1392.05
2018-04-02,1371.92
2018-03-29,1447.34
2018-03-28,1431.42
2018-03-27,1497.05
2018-03-26,1555.86
2018-03-23,1495.56
2018-03-22,1544.92
2018-03-21,1581.86
2018-03-20,1586.51
2018-03-19,1544.93
2018-03-16,1571.68
2018-03-15,1582.32
2018-03-14,1591.0
2018-03-13,1588.18
2018-03-12,1598.39
2018-03-09,1578.89
2018-03-08,1551.86
2018-03-07,1545.0
2018-03-06,1537.64
2018-03-05,1523.61
2018-03-02,1500.25
2018-03-01,1493.45
2018-02-28,1512.45
2018-02-27,1511.98
2018-02-26,1521.95
2018-02-23,1500.0
2018-02-22,1485.34
2018-02-21,1482.92
2018-02-20,1468.35
2018-02-16,1448.69
2018-02-15,1461.76
2018-02-14,1451.05
2018-02-13,1414.51
2018-02-12,1386.23
2018-02-09,1339.6
2018-02-08,1350.5
2018-02-07,1416.78
2018-02-06,1442.84
2018-02-05,1390.0
2018-02-02,1431.0
2018-02-01,1390.0
2018-01-31,1450.89
2018-01-30,1437.82
2018-01-29,1417.68
2018-01-26,1402.05
2018-01-25,1377.95
2018-01-24,1357.51
2018-01-23,1362.54
2018-01-22,1327.31
2018-01-19,1294.58
2018-01-18,1293.32
2018-01-17,1295.0
2018-01-16,1304.86
2018-01-12,1305.2
2018-01-11,1276.68
2018-01-10,1254.33
2018-01-09,1252.7
2018-01-08,1246.87
2018-01-05,1229.14
2018-01-04,1209.59
2018-01-03,1204.2
2018-01-02,1189.01
2017-12-29,1169.47
2017-12-28,1186.1
2017-12-27,1182.26
2017-12-26,1176.76
2017-12-22,1168.36
2017-12-21,1174.76
2017-12-20,1177.29
2017-12-19,1187.38
2017-12-18,1190.58
2017-12-15,1179.14
2017-12-14,1174.26
2017-12-13,1164.13
2017-12-12,1165.08
2017-12-11,1168.92
2017-12-08,1162.0
2017-12-07,1159.79
2017-12-06,1152.35
2017-12-05,1141.57
2017-12-04,1133.95
2017-12-01,1162.35
2017-11-30,1176.75
2017-11-29,1161.27
2017-11-28,1193.6
2017-11-27,1195.83
2017-11-24,1186.0
2017-11-22,1156.16
2017-11-21,1139.49
2017-11-20,1126.31
2017-11-17,1129.88
2017-11-16,1137.29
2017-11-15,1126.69
2017-11-14,1136.84
2017-11-13,1129.17
2017-11-10,1125.35
2017-11-09,1129.13
2017-11-08,1132.88
2017-11-07,1123.17
2017-11-06,1120.66
2017-11-03,1111.6
2017-11-02,1094.22
2017-11-01,1103.68
2017-10-31,1105.28
2017-10-30,1110.85
2017-10-27,1100.95
2017-10-26,972.43
2017-10-25,972.91
2017-10-24,975.9
2017-10-23,966.3
2017-10-20,982.91
2017-10-19,986.61
2017-10-18,997.0
2017-10-17,1009.13
2017-10-16,1006.34
2017-10-13,1002.94
2017-10-12,1000.93
2017-10-11,995.0
2017-10-10,987.2
2017-10-09,990.99
2017-10-06,989.58
2017-10-05,980.85
2017-10-04,965.45
2017-10-03,957.1
2017-10-02,959.19
2017-09-29,961.35
2017-09-28,956.4
2017-09-27,950.87
2017-09-26,938.6
2017-09-25,939.79
2017-09-22,955.1
2017-09-21,964.65
2017-09-20,973.21
2017-09-19,969.86
2017-09-18,974.19
2017-09-15,986.79
2017-09-14,992.21
2017-09-13,999.6
2017-09-12,982.58
2017-09-11,977.96
2017-09-08,965.9
2017-09-07,979.47
2017-09-06,967.8
2017-09-05,965.27
2017-09-01,978.25
2017-08-31,980.6
2017-08-30,967.59
2017-08-29,954.06
2017-08-28,946.02
2017-08-25,945.26
2017-08-24,952.45
2017-08-23,958.0
2017-08-22,966.9
2017-08-21,953.29
2017-08-18,958.47
2017-08-17,960.57
2017-08-16,978.18
2017-08-15,982.74
2017-08-14,983.3
2017-08-11,967.99
2017-08-10,957.8
2017-08-09,982.01
2017-08-08,989.84
2017-08-07,992.27
2017-08-04,987.58
2017-08-03,986.92
2017-08-02,995.89
2017-08-01,996.19
2017-07-31,987.78
2017-07-28,1020.04
2017-07-27,1046.0
2017-07-26,1052.8
2017-07-25,1039.87
2017-07-24,1038.95
2017-07-21,1025.67
2017-07-20,1028.7
2017-07-19,1026.87
2017-07-18,1024.45
2017-07-17,1010.04
2017-07-14,1001.81
2017-07-13,1000.63
2017-07-12,1006.51
2017-07-11,994.13
2017-07-10,996.47
2017-07-07,978.76
2017-07-06,965.14
2017-07-05,971.4
2017-07-03,953.66
2017-06-30,968.0
2017-06-29,975.93
2017-06-28,990.33
2017-06-27,976.78
2017-06-26,993.98
2017-06-23,1003.74
2017-06-22,1001.3
2017-06-21,1002.23
2017-06-20,992.59
2017-06-19,995.17
2017-06-16,987.71
2017-06-15,964.17
2017-06-14,976.47
2017-06-13,980.79
2017-06-12,964.91
2017-06-09,977.6
2017-06-08,1010.27
2017-06-07,1010.07
2017-06-06,1003.0
2017-06-05,1011.34
2017-06-02,1006.73
2017-06-01,995.95
2017-05-31,994.62
2017-05-30,996.37
2017-05-26,995.78
2017-05-25,993.38
2017-05-24,980.35
2017-05-23,971.54
2017-05-22,970.67
2017-05-19,959.84
2017-05-18,958.49
2017-05-17,944.76
2017-05-16,966.07
2017-05-15,957.97
2017-05-12,961.35
2017-05-11,947.62
2017-05-10,948.95
2017-05-09,952.82
2017-05-08,949.04
2017-05-05,934.15
2017-05-04,937.53
2017-05-03,941.03
2017-05-02,946.94
2017-05-01,948.23
2017-04-28,924.99
2017-04-27,918.38
2017-04-26,909.29
2017-04-25,907.62
2017-04-24,907.41
2017-04-21,898.53
2017-04-20,902.06
2017-04-19,899.2
2017-04-18,903.78
2017-04-17,901.99
2017-04-13,884.67
2017-04-12,896.23
2017-04-11,902.36
2017-04-10,907.04
2017-04-07,894.88
2017-04-06,898.28
2017-04-05,909.28
2017-04-04,906.83
2017-04-03,891.51
2017-03-31,886.75
2017-03-30,876.34
2017-03-29,874.32
2017-03-28,856.0
2017-03-27,846.82
2017-03-24,845.61
2017-03-23,847.38
2017-03-22,848.06
2017-03-21,843.2
2017-03-20,856.97
2017-03-17,852.31
2017-03-16,853.42
2017-03-15,852.97
2017-03-14,852.53
2017-03-13,854.59
2017-03-10,852.46
2017-03-09,853.0
2017-03-08,850.5
2017-03-07,846.02
2017-03-06,846.61
2017-03-03,849.88
2017-03-02,848.91
2017-03-01,853.08
2017-02-28,845.04
2017-02-27,848.64
2017-02-24,845.24
2017-02-23,852.19
2017-02-22,855.61
2017-02-21,856.44
2017-02-17,845.07
2017-02-16,844.14
2017-02-15,842.7
2017-02-14,836.39
2017-02-13,836.53
2017-02-10,827.46
2017-02-09,821.36
2017-02-08,819.71
2017-02-07,812.5
2017-02-06,807.64
2017-02-03,810.2
2017-02-02,839.95
2017-02-01,832.35
2017-01-31,823.48
2017-01-30,830.38
2017-01-27,835.77
2017-01-26,839.15
2017-01-25,836.52
2017-01-24,822.44
2017-01-23,817.88
2017-01-20,808.33
2017-01-19,809.04
2017-01-18,807.48
2017-01-17,809.72
2017-01-13,817.14
2017-01-12,813.64
2017-01-11,799.02
2017-01-10,795.9
2017-01-09,796.92
2017-01-06,795.99
2017-01-05,780.45
2017-01-04,757.18
2017-01-03,753.29
2016-12-30,749.87
2016-12-29,765.15
2016-12-28,772.13
2016-12-27,771.0
2016-12-23,760.59
2016-12-22,766.34
2016-12-21,770.6
2016-12-20,771.22
2016-12-19,766.0
2016-12-16,757.77
2016-12-15,761.0
2016-12-14,768.82
2016-12-13,774.34
2016-12-12,760.12
2016-12-09,768.66
2016-12-08,767.33
2016-12-07,770.42
2016-12-06,764.72
2016-12-05,759.36
2016-12-02,740.34
2016-12-01,743.65
2016-11-30,750.57
2016-11-29,762.52
2016-11-28,766.77
2016-11-25,780.37
2016-11-23,780.12
2016-11-22,785.33
2016-11-21,780.0
2016-11-18,760.16
2016-11-17,756.4
2016-11-16,746.49
2016-11-15,743.24
2016-11-14,719.07
2016-11-11,739.01
2016-11-10,742.25
2016-11-09,771.88
2016-11-08,787.75
2016-11-07,784.93
2016-11-04,755.05
2016-11-03,767.03
2016-11-02,765.56
2016-11-01,785.41
2016-10-31,789.82
2016-10-28,776.32
2016-10-27,818.36
2016-10-26,822.59
2016-10-25,835.18
2016-10-24,838.09
2016-10-21,818.99
2016-10-20,810.31
2016-10-19,817.69
2016-10-18,817.65
2016-10-17,812.97
2016-10-14,823.06
2016-10-13,829.28
2016-10-12,834.09
2016-10-11,830.97
2016-10-10,841.71
2016-10-07,839.43
2016-10-06,841.7
2016-10-05,844.36
2016-10-04,834.1
2016-10-03,836.9162
2016-09-30,837.33
2016-09-29,829.05
2016-09-28,828.71
2016-09-27,816.14
2016-09-26,799.16
2016-09-23,805.75
2016-09-22,804.7
2016-09-21,789.74
2016-09-20,780.22
2016-09-19,775.1
2016-09-16,778.29
2016-09-15,769.69
2016-09-14,761.09
2016-09-13,761.01
2016-09-12,771.51
2016-09-09,778.4775
2016-09-08,784.12
2016-09-07,784.48
2016-09-06,788.87
2016-09-02,772.44
2016-09-01,770.62
2016-08-31,769.16
2016-08-30,767.58
2016-08-29,771.29
2016-08-26,769.0
2016-08-25,759.22
2016-08-24,757.55
2016-08-23,762.45
2016-08-22,759.48
2016-08-19,756.98
2016-08-18,764.28
2016-08-17,764.63
2016-08-16,764.04
2016-08-15,768.49
2016-08-12,772.56
2016-08-11,771.24
2016-08-10,768.56
2016-08-09,768.31
2016-08-08,766.56
2016-08-05,765.98
2016-08-04,760.77
2016-08-03,754.55
2016-08-02,760.57
2016-08-01,767.74
2016-07-29,759.21
2016-07-28,752.61
2016-07-27,736.67
2016-07-26,735.59
2016-07-25,739.61
2016-07-22,744.86
2016-07-21,744.43
2016-07-20,745.72
2016-07-19,739.95
2016-07-18,736.07
2016-07-15,735.43
2016-07-14,741.19
2016-07-13,742.74
2016-07-12,748.21
2016-07-11,753.78
2016-07-08,745.81
2016-07-07,736.58
2016-07-06,737.61
2016-07-05,728.1
2016-07-01,725.62
2016-06-30,715.65
2016-06-29,715.6
2016-06-28,707.95
2016-06-27,691.41
2016-06-24,699.73
2016-06-23,722.08
2016-06-22,710.6
2016-06-21,715.82
2016-06-20,714.01
2016-06-17,706.36
2016-06-16,717.52
2016-06-15,714.27
2016-06-14,719.3
2016-06-13,715.25
2016-06-10,717.91
2016-06-09,727.65
2016-06-08,726.64
2016-06-07,723.85
2016-06-06,726.73
2016-06-03,725.54
2016-06-02,728.24
2016-06-01,719.44
2016-05-31,722.78
2016-05-27,712.13
2016-05-26,714.91
2016-05-25,708.35
2016-05-24,704.2
2016-05-23,696.79
2016-05-20,702.8
2016-05-19,698.52
2016-05-18,697.45
2016-05-17,695.27
2016-05-16,710.66
2016-05-13,710.22
2016-05-12,717.93
2016-05-11,713.7266
2016-05-10,703.245
2016-05-09,679.75
2016-05-06,673.95
2016-05-05,659.05
2016-05-04,670.9
2016-05-03,671.32
2016-05-02,683.85
2016-04-29,659.59
2016-04-28,602.0
2016-04-27,606.57
2016-04-26,616.88
2016-04-25,626.2
2016-04-22,620.51
2016-04-21,631.0
2016-04-20,632.99
2016-04-19,627.9
2016-04-18,635.35
2016-04-15,625.89
2016-04-14,620.75
2016-04-13,615.2
2016-04-12,603.17
2016-04-11,595.93
2016-04-08,594.6
2016-04-07,591.43
2016-04-06,602.08
2016-04-05,586.14
2016-04-04,593.19
2016-04-01,598.5
2016-03-31,593.66
2016-03-30,598.69
2016-03-29,593.93
2016-03-28,579.87
2016-03-24,582.95
2016-03-23,569.63
2016-03-22,560.48
2016-03-21,553.98
2016-03-18,552.08
2016-03-17,559.44
2016-03-16,574.333
2016-03-15,577.02
2016-03-14,573.37
2016-03-11,569.59
2016-03-10,558.93
2016-03-09,559.48
2016-03-08,560.26
2016-03-07,562.8
2016-03-04,575.14
2016-03-03,577.49
2016-03-02,580.21
2016-03-01,579.04
2016-02-29,552.88
2016-02-26,555.23
2016-02-25,555.3
2016-02-24,554.04
2016-02-23,552.94
2016-02-22,559.5
2016-02-19,534.9
2016-02-18,525.0
2016-02-17,534.1
2016-02-16,521.11
2016-02-12,507.08
2016-02-11,503.82
2016-02-10,490.48
2016-02-09,482.06
2016-02-08,488.1
2016-02-05,502.13
2016-02-04,536.26
2016-02-03,531.07
2016-02-02,552.1
2016-02-01,574.99
2016-01-29,587.0
2016-01-28,635.35
2016-01-27,583.35
2016-01-26,601.25
2016-01-25,596.53
2016-01-22,596.38
2016-01-21,574.95
2016-01-20,571.77
2016-01-19,574.48
2016-01-15,569.915
2016-01-14,593.0
2016-01-13,581.81
2016-01-12,617.89
2016-01-11,617.74
2016-01-08,607.23
2016-01-07,607.94
2016-01-06,632.81
2016-01-05,633.79
2016-01-04,636.98
2015-12-31,676.1
2015-12-30,689.07
2015-12-29,693.97
2015-12-28,675.25
2015-12-24,662.79
2015-12-23,663.54
2015-12-22,663.15
2015-12-21,664.51
2015-12-18,664.74
2015-12-17,670.65
2015-12-16,675.77
2015-12-15,658.64
2015-12-14,657.91
2015-12-11,640.15
2015-12-10,662.32
2015-12-09,664.79
2015-12-08,677.33
2015-12-07,669.83
2015-12-04,672.64
2015-12-03,666.5
2015-12-02,676.01
2015-12-01,679.06
2015-11-30,664.8
2015-11-27,673.26
2015-11-25,675.34
2015-11-24,671.15
2015-11-23,678.99
2015-11-20,668.45
2015-11-19,661.27
2015-11-18,663.57
2015-11-17,643.3
2015-11-16,647.8
2015-11-13,642.35
2015-11-12,665.6
2015-11-11,673.86
2015-11-10,659.68
2015-11-09,655.49
2015-11-06,659.37
2015-11-05,655.65
2015-11-04,640.95
2015-11-03,625.32
2015-11-02,628.35
2015-10-30,625.9
2015-10-29,626.55
2015-10-28,617.22
2015-10-27,610.48
2015-10-26,608.61
2015-10-23,599.03
2015-10-22,563.91
2015-10-21,555.77
2015-10-20,560.8101
2015-10-19,573.15
2015-10-16,570.73
2015-10-15,562.36
2015-10-14,544.83
2015-10-13,548.9
2015-10-12,550.19
2015-10-09,539.8
2015-10-08,533.16
2015-10-07,541.66
2015-10-06,537.48
2015-10-05,543.68
2015-10-02,532.52
2015-10-01,520.72
2015-09-30,511.67
2015-09-29,496.07
2015-09-28,504.06
2015-09-25,524.25
2015-09-24,533.75
2015-09-23,536.07
2015-09-22,538.4
2015-09-21,548.38
2015-09-18,540.26
2015-09-17,538.87
2015-09-16,527.24
2015-09-15,522.37
2015-09-14,521.17
2015-09-11,529.28
2015-09-10,522.15
2015-09-09,516.89
2015-09-08,517.54
2015-09-04,499.0
2015-09-03,504.72
2015-09-02,510.55
2015-09-01,496.54
2015-08-31,512.67
2015-08-28,518.01
2015-08-27,518.37
2015-08-26,500.77
2015-08-25,466.37
2015-08-24,463.37
2015-08-21,494.5
2015-08-20,516.3
2015-08-19,532.92
2015-08-18,535.02
2015-08-17,535.3
2015-08-14,531.52
2015-08-13,529.66
2015-08-12,525.91
2015-08-11,528.09
2015-08-10,523.99
2015-08-07,522.61
2015-08-06,529.69
2015-08-05,537.01
2015-08-04,531.84
2015-08-03,534.59
2015-07-31,536.35
2015-07-30,536.76
2015-07-29,529.0
2015-07-28,526.03
2015-07-27,531.41
2015-07-24,530.5
2015-07-23,482.18
2015-07-22,488.27
2015-07-21,488.0
2015-07-20,488.03
2015-07-17,483.01
2015-07-16,475.48
2015-07-15,461.3
2015-07-14,465.57
2015-07-13,455.56
2015-07-10,443.51
2015-07-09,434.39
2015-07-08,429.7
2015-07-07,436.72
2015-07-06,436.04
2015-07-02,437.71
2015-07-01,437.48
2015-06-30,434.39
2015-06-29,429.86
2015-06-26,438.57
2015-06-25,440.1
2015-06-24,440.84
2015-06-23,445.99
2015-06-22,436.29
2015-06-19,434.92
2015-06-18,439.7
2015-06-17,427.81
2015-06-16,427.26
2015-06-15,423.66
2015-06-12,430.06
2015-06-11,432.97
2015-06-10,430.77
2015-06-09,425.48
2015-06-08,423.5
2015-06-05,426.95
2015-06-04,430.78
2015-06-03,436.59
2015-06-02,430.99
2015-06-01,430.92
2015-05-29,429.23
2015-05-28,426.57
2015-05-27,431.42
2015-05-26,425.47
2015-05-22,427.65
2015-05-21,431.63
2015-05-20,423.88
2015-05-19,421.71
2015-05-18,425.24
2015-05-15,426.0
2015-05-14,432.28
2015-05-13,426.87
2015-05-12,431.02
2015-05-11,432.81
2015-05-08,433.67
2015-05-07,426.88
2015-05-06,419.1
2015-05-05,421.19
2015-05-04,423.04
2015-05-01,422.8
2015-04-30,421.785
2015-04-29,429.37
2015-04-28,429.31
2015-04-27,438.56
2015-04-24,445.1
2015-04-23,389.99
2015-04-22,389.8
2015-04-21,391.18
2015-04-20,389.8
2015-04-17,375.52
2015-04-16,386.04
2015-04-15,383.45
2015-04-14,385.11
2015-04-13,382.36
2015-04-10,382.65
2015-04-09,383.54
2015-04-08,381.2
2015-04-07,374.41
2015-04-06,377.04
2015-04-02,372.25
2015-04-01,370.255
2015-03-31,372.1
2015-03-30,374.59
2015-03-27,370.56
2015-03-26,367.35
2015-03-25,370.94
2015-03-24,374.09
2015-03-23,375.11
2015-03-20,378.49
2015-03-19,373.24
2015-03-18,375.14
2015-03-17,371.92
2015-03-16,373.35
2015-03-13,370.58
2015-03-12,374.33
2015-03-11,366.37
2015-03-10,369.51
2015-03-09,378.56
2015-03-06,380.09
2015-03-05,387.83
2015-03-04,382.72
2015-03-03,384.61
2015-03-02,385.65
2015-02-27,380.27
2015-02-26,384.8
2015-02-25,385.48
2015-02-24,378.59
2015-02-23,380.14
2015-02-20,383.66
2015-02-19,378.995
2015-02-18,373.37
2015-02-17,375.27
2015-02-13,381.83
2015-02-12,377.06
2015-02-11,375.14
2015-02-10,372.995
2015-02-09,370.56
2015-02-06,374.33
2015-02-05,373.89
2015-02-04,364.75
2015-02-03,363.395
2015-02-02,364.47
2015-01-30,354.55
2015-01-29,311.78
2015-01-28,303.91
2015-01-27,306.75
2015-01-26,309.65
2015-01-23,312.42
2015-01-22,310.32
2015-01-21,297.25
2015-01-20,289.44
2015-01-16,290.74
2015-01-15,286.95
2015-01-14,293.26
2015-01-13,294.73
2015-01-12,291.4
2015-01-09,296.93
2015-01-08,300.46
2015-01-07,298.42
2015-01-06,295.29
2015-01-05,302.1
2015-01-02,308.52
2014-12-31,310.36
2014-12-30,310.34
2014-12-29,312.04
2014-12-26,309.09
2014-12-24,302.91
2014-12-23,306.285
2014-12-22,306.54
2014-12-19,299.9
2014-12-18,297.73
2014-12-17,298.88
2014-12-16,295.06
2014-12-15,306.07
2014-12-12,307.7
2014-12-11,307.36
2014-12-10,305.84
2014-12-09,312.5
2014-12-08,306.64
2014-12-05,312.63
2014-12-04,316.93
2014-12-03,316.5
2014-12-02,326.21
2014-12-01,325.98
2014-11-28,338.64
2014-11-26,333.57
2014-11-25,335.05
2014-11-24,335.54
2014-11-21,332.57
2014-11-20,330.54
2014-11-19,326.48
2014-11-18,325.01
2014-11-17,323.06
2014-11-14,327.69
2014-11-13,316.48
2014-11-12,311.43
2014-11-11,312.03
2014-11-10,305.08
2014-11-07,299.86
2014-11-06,296.64
2014-11-05,296.52
2014-11-04,302.81
2014-11-03,305.72
2014-10-31,305.46
2014-10-30,299.07
2014-10-29,294.12
2014-10-28,295.59
2014-10-27,289.98
2014-10-24,287.06
2014-10-23,313.18
2014-10-22,312.97
2014-10-21,315.34
2014-10-20,306.21
2014-10-17,303.63
2014-10-16,302.88
2014-10-15,305.97
2014-10-14,308.53
2014-10-13,306.45
2014-10-10,311.4
2014-10-09,315.37
2014-10-08,322.7
2014-10-07,316.9
2014-10-06,322.2
2014-10-03,322.71
2014-10-02,318.41
2014-10-01,317.535
2014-09-30,322.44
2014-09-29,321.82
2014-09-26,323.21
2014-09-25,321.93
2014-09-24,328.21
2014-09-23,323.63
2014-09-22,324.51
2014-09-19,331.32
2014-09-18,325.0
2014-09-17,323.99
2014-09-16,327.76
2014-09-15,323.89
2014-09-12,331.2
2014-09-11,330.45
2014-09-10,331.33
2014-09-09,329.75
2014-09-08,342.34
2014-09-05,346.39
2014-09-04,345.95
2014-09-03,339.0
2014-09-02,340.56
2014-08-29,338.505
2014-08-28,340.02
2014-08-27,343.18
2014-08-26,341.91
2014-08-25,334.11
2014-08-22,331.51
2014-08-21,332.44
2014-08-20,336.347
2014-08-19,335.305
2014-08-18,334.53
2014-08-15,332.53
2014-08-14,333.2
2014-08-13,326.31
2014-08-12,319.34
2014-08-11,318.32
2014-08-08,316.8
2014-08-07,310.25
2014-08-06,313.66
2014-08-05,312.129
2014-08-04,313.65
2014-08-01,307.06
2014-07-31,313.0
2014-07-30,322.1
2014-07-29,320.19
2014-07-28,320.41
2014-07-25,322.67
2014-07-24,359.94
2014-07-23,358.14
2014-07-22,360.77
2014-07-21,359.76
2014-07-18,358.66
2014-07-17,352.08
2014-07-16,355.97
2014-07-15,354.125
2014-07-14,355.32
2014-07-11,346.2
2014-07-10,327.92
2014-07-09,329.92
2014-07-08,323.81
2014-07-07,333.55
2014-07-03,337.492
2014-07-02,332.85
2014-07-01,332.39
2014-06-30,324.79
2014-06-27,324.57
2014-06-26,325.69
2014-06-25,327.44
2014-06-24,328.5
2014-06-23,327.24
2014-06-20,324.2
2014-06-19,327.0
2014-06-18,334.38
2014-06-17,325.62
2014-06-16,327.62
2014-06-13,326.27
2014-06-12,325.91
2014-06-11,336.84
2014-06-10,332.41
2014-06-09,327.5
2014-06-06,329.67
2014-06-05,323.66
2014-06-04,306.78
2014-06-03,307.19
2014-06-02,308.84
2014-05-30,312.43
2014-05-29,313.78
2014-05-28,310.16
2014-05-27,310.83
2014-05-23,312.24
2014-05-22,304.91
2014-05-21,305.01
2014-05-20,301.11
2014-05-19,296.755
2014-05-16,297.7
2014-05-15,295.19
2014-05-14,297.62
2014-05-13,304.64
2014-05-12,302.86
2014-05-09,292.24
2014-05-08,288.32
2014-05-07,292.71
2014-05-06,297.29
2014-05-05,310.05
2014-05-02,308.01
2014-05-01,307.89
2014-04-30,304.13
2014-04-29,300.38
2014-04-28,296.58
2014-04-25,303.6
2014-04-24,337.0
2014-04-23,324.58
2014-04-22,329.32
2014-04-21,330.9
2014-04-17,324.91
2014-04-16,323.68
2014-04-15,316.08
2014-04-14,315.91
2014-04-11,311.73
2014-04-10,317.11
2014-04-09,331.805
2014-04-08,327.07
2014-04-07,317.76
2014-04-04,323.0
2014-04-03,333.62
2014-04-02,341.96
2014-04-01,342.99
2014-03-31,336.365
2014-03-28,338.29
2014-03-27,338.47
2014-03-26,343.41
2014-03-25,354.71
2014-03-24,351.85
2014-03-21,360.62
2014-03-20,368.97
2014-03-19,373.23
2014-03-18,378.77
2014-03-17,375.04
2014-03-14,373.74
2014-03-13,371.51
2014-03-12,370.64
2014-03-11,368.83
2014-03-10,370.53
2014-03-07,372.06
2014-03-06,372.16
2014-03-05,372.37
2014-03-04,363.9
2014-03-03,359.78
2014-02-28,362.1
2014-02-27,360.13
2014-02-26,359.8
2014-02-25,358.32
2014-02-24,351.78
2014-02-21,346.76
2014-02-20,349.8
2014-02-19,347.38
2014-02-18,353.65
2014-02-14,357.35
2014-02-13,357.2
2014-02-12,349.25
2014-02-11,361.79
2014-02-10,360.87
2014-02-07,361.08
2014-02-06,354.59
2014-02-05,346.45
2014-02-04,347.95
2014-02-03,346.15
2014-01-30,403.01
2014-01-29,384.2
2014-01-28,394.43
2014-01-27,386.28
2014-01-24,387.6
2014-01-23,399.87
2014-01-22,404.54
2014-01-21,407.05
2014-01-17,399.61
2014-01-16,395.8
2014-01-15,395.87
2014-01-14,397.54
2014-01-13,390.98
2014-01-10,397.66
2014-01-09,401.01
2014-01-08,401.92
2014-01-07,398.03
2014-01-06,393.63
2014-01-03,396.44
2014-01-02,397.97
2013-12-31,398.79
2013-12-30,393.37
2013-12-27,398.08
2013-12-26,404.39
2013-12-24,399.2
2013-12-23,402.92
2013-12-20,402.2
2013-12-19,395.19
2013-12-18,395.96
2013-12-17,387.65
2013-12-16,388.97
2013-12-13,384.24
2013-12-12,381.25
2013-12-11,382.19
2013-12-10,387.78
2013-12-09,384.89
2013-12-06,386.95
2013-12-05,384.49
2013-12-04,385.96
2013-12-03,384.66
2013-12-02,392.3
2013-11-29,393.62
2013-11-26,381.37
2013-11-25,376.64
2013-11-22,372.31
2013-11-21,368.92
2013-11-20,362.57
2013-11-19,364.94
2013-11-18,366.18
2013-11-15,369.17
2013-11-14,367.396
2013-11-13,356.22
2013-11-12,349.53
2013-11-11,354.378
2013-11-08,350.31
2013-11-07,343.56
2013-11-06,356.18
2013-11-05,358.892
2013-11-04,358.74
2013-11-01,359.002
2013-10-31,364.03
2013-10-30,361.08
2013-10-29,362.7
2013-10-28,358.16
2013-10-25,363.39
2013-10-24,332.21
2013-10-23,326.756
2013-10-22,332.54
2013-10-21,326.44
2013-10-18,328.931
2013-10-17,310.77
2013-10-16,310.49
2013-10-15,306.4
